symbol	syn.obs	missense.obs	nonsense.obs	fs.obs	inframe.obs	max.missense	max.nonsense	max.prot	cds.id	length	total.mut.cnt	prot.mut.cnt	total.mut.pct	prot.mut.pct	score.max_cnt	score.mult_pct	score.max_pct	max.peak.cnt	multiple.cnt	summit.start	summit.end	wt.stop	fitch	fitch.summit
Col27a1	1	0	0	0	0	NA	NA	NA	ENSMUST00000036300	16614	1	0	0.00601902010352715	0	0	NA	NA	0	0	0	0	0	NA	NA
Col5a1	0	3	0	0	0	4.99999659626712	-4.99912526495962	NA	ENSMUST00000028280	16551	3	3	0.0181257930034439	0.0181257930034439	1	0	0.333333333333333	0	0	848	848	0	0.0602600564333333	0.0602600564333333
Col7a1	0	0	0	1	0	NA	NA	NA	ENSMUST00000026740	26505	1	1	0.00377287304282211	0.00377287304282211	0	NA	NA	0	0	0	0	461	NA	NA
Copb2	0	1	0	0	0	NA	NA	NA	ENSMUST00000035033	8154	1	1	0.0122639195486878	0.0122639195486878	1	0	1	0	0	798	798	0	0	0
Cops9	0	0	0	1	0	NA	NA	NA	ENSMUST00000097642	522	1	1	0.191570881226054	0.191570881226054	0	NA	NA	0	0	0	0	5	NA	NA
Corin	0	1	0	0	0	NA	NA	NA	ENSMUST00000167460	9432	1	1	0.0106022052586938	0.0106022052586938	1	0	1	0	0	123	123	0	0	0
Coro1c	0	0	0	1	0	NA	NA	NA	ENSMUST00000164980	1440	1	1	0.0694444444444444	0.0694444444444444	0	NA	NA	0	0	0	0	131	NA	NA
Cox4i1	0	1	0	0	0	NA	NA	NA	ENSMUST00000181586	1530	1	1	0.065359477124183	0.065359477124183	1	0	1	0	0	40	40	0	0	0
Cox6b1	0	1	0	0	0	NA	NA	NA	ENSMUST00000075738	783	1	1	0.127713920817369	0.127713920817369	1	0	1	0	0	39	39	0	0	0
Cpa1	1	0	0	0	0	NA	NA	NA	ENSMUST00000031806	3780	1	0	0.0264550264550265	0	0	NA	NA	0	0	0	0	0	NA	NA
Cpn1	0	1	0	0	0	NA	NA	NA	ENSMUST00000026210	4122	1	1	0.0242600679281902	0.0242600679281902	1	0	1	0	0	9	9	0	0.9686582028	0.9686582028
Cpne6	0	1	0	0	0	NA	NA	NA	ENSMUST00000165262	5013	1	1	0.0199481348493916	0.0199481348493916	1	0	1	0	0	398	398	0	0.1957520628	0.1957520628
Cpne9	0	1	0	0	0	NA	NA	NA	ENSMUST00000041203	4986	1	1	0.0200561572402728	0.0200561572402728	1	0	1	0	0	182	182	0	0.0893814961	0.0893814961
Cps1	1	0	0	0	0	NA	NA	NA	ENSMUST00000027144	13509	1	0	0.00740247242579021	0	0	NA	NA	0	0	0	0	0	NA	NA
Cpxm2	0	0	0	1	0	NA	NA	NA	ENSMUST00000033149	6885	1	1	0.0145243282498184	0.0145243282498184	0	NA	NA	0	0	0	0	639	NA	NA
Cracd	0	1	0	0	0	NA	NA	NA	ENSMUST00000163347	11601	1	1	0.00861994655633135	0.00861994655633135	1	0	1	0	0	429	429	0	NA	NA
Creb3l1	0	1	0	0	0	NA	NA	NA	ENSMUST00000028663	4689	1	1	0.0213265088505012	0.0213265088505012	1	0	1	0	0	42	42	0	0	0
Crispld1	0	1	0	0	0	NA	NA	NA	ENSMUST00000159958	4509	1	1	0.0221778664892437	0.0221778664892437	1	0	1	0	0	340	340	0	0.1857375825	0.1857375825
Crtc3	0	1	0	0	0	NA	NA	NA	ENSMUST00000122255	5580	1	1	0.017921146953405	0.017921146953405	1	0	1	0	0	161	161	0	0	0
Csmd1	0	0	1	0	0	NA	NA	NA	ENSMUST00000082104	32085	1	1	0.00311672120928783	0.00311672120928783	0	NA	NA	0	0	0	0	146	NA	NA
Csmd3	1	2	0	0	0	-0.765185630483141	-4.99999707536756	NA	ENSMUST00000162830	33372	3	2	0.00898957209636821	0.00599304806424548	1	0	0.5	0	0	11	11	0	0.1950964089	0.1950964089
Ctla4	0	1	0	0	0	NA	NA	NA	ENSMUST00000027164	2016	1	1	0.0496031746031746	0.0496031746031746	1	0	1	0	0	150	150	0	0.1404678253	0.1404678253
Ctnnb1	0	8	0	1	2	4.99999940015325	-1.38811888574052	NA	ENSMUST00000145093	1566	11	9	0.70242656449553	0.574712643678161	5	1	1	8	8	34	45	39	0	0
Cwc27	0	0	0	1	0	NA	NA	NA	ENSMUST00000154165	750	1	1	0.133333333333333	0.133333333333333	0	NA	NA	0	0	0	0	289	NA	NA
Cxcr4	0	0	0	1	0	NA	NA	NA	ENSMUST00000142893	2454	1	1	0.0407497962510187	0.0407497962510187	0	NA	NA	0	0	0	0	244	NA	NA
Cyp26c1	0	1	0	0	0	NA	NA	NA	ENSMUST00000073391	4671	1	1	0.0214086919289231	0.0214086919289231	1	0	1	0	0	15	15	0	0.548245614	0.548245614
Cyp2c69	1	0	0	0	0	NA	NA	NA	ENSMUST00000168838	4428	1	0	0.022583559168925	0	0	NA	NA	0	0	0	0	0	NA	NA
Cyp2u1	0	0	0	1	0	NA	NA	NA	ENSMUST00000200236	4518	1	1	0.0221336874723329	0.0221336874723329	0	NA	NA	0	0	0	0	137	NA	NA
D630045J12Rik	0	0	0	1	0	NA	NA	NA	ENSMUST00000117556	16200	1	1	0.00617283950617284	0.00617283950617284	0	NA	NA	0	0	0	0	822	NA	NA
Daam1	0	1	0	0	0	NA	NA	NA	ENSMUST00000085299	9702	1	1	0.010307153164296	0.010307153164296	1	0	1	0	0	641	641	0	0	0
Dab2	0	0	0	1	0	NA	NA	NA	ENSMUST00000161040	2124	1	1	0.0470809792843691	0.0470809792843691	0	NA	NA	0	0	0	0	662	NA	NA
Dact1	0	1	0	0	0	NA	NA	NA	ENSMUST00000150639	7344	1	1	0.0136165577342048	0.0136165577342048	1	0	1	0	0	707	707	0	0.9588559698	0.9588559698
Dbf4	0	0	0	1	0	NA	NA	NA	ENSMUST00000171808	5976	1	1	0.0167336010709505	0.0167336010709505	0	NA	NA	0	0	0	0	260	NA	NA
Dbn1	0	1	0	0	0	NA	NA	NA	ENSMUST00000109921	5958	1	1	0.0167841557569654	0.0167841557569654	1	0	1	0	0	193	193	0	0	0
Dcaf11	0	1	0	0	0	NA	NA	NA	ENSMUST00000143375	1278	1	1	0.0782472613458529	0.0782472613458529	1	0	1	0	0	18	18	0	0.1465190517	0.1465190517
Ddb2	0	0	0	1	0	NA	NA	NA	ENSMUST00000111352	2673	1	1	0.0374111485222596	0.0374111485222596	0	NA	NA	0	0	0	0	258	NA	NA
Ddx39a	0	1	0	0	0	NA	NA	NA	ENSMUST00000109810	3852	1	1	0.0259605399792316	0.0259605399792316	1	0	1	0	0	337	337	0	0.0994070568	0.0994070568
Ddx47	0	0	0	1	0	NA	NA	NA	ENSMUST00000032326	4104	1	1	0.0243664717348928	0.0243664717348928	0	NA	NA	0	0	0	0	143	NA	NA
Ddx5	0	0	0	1	0	NA	NA	NA	ENSMUST00000127481	648	1	1	0.154320987654321	0.154320987654321	0	NA	NA	0	0	0	0	547	NA	NA
Decr2	0	1	0	0	0	NA	NA	NA	ENSMUST00000236268	2322	1	1	0.0430663221360896	0.0430663221360896	1	0	1	0	0	50	50	0	0	0
Deup1	0	0	1	0	0	NA	NA	NA	ENSMUST00000045513	5418	1	1	0.0184569952011812	0.0184569952011812	0	NA	NA	0	0	0	0	46	NA	NA
Dgat2l6	0	1	0	0	0	NA	NA	NA	ENSMUST00000037541	3042	1	1	0.0328731097961867	0.0328731097961867	1	0	1	0	0	315	315	0	0	0
Dgcr8	0	1	0	0	0	NA	NA	NA	ENSMUST00000009321	6966	1	1	0.0143554407120299	0.0143554407120299	1	0	1	0	0	87	87	0	0.4720052283	0.4720052283
Dgkd	0	1	0	0	0	NA	NA	NA	ENSMUST00000027517	10989	1	1	0.0091000091000091	0.0091000091000091	1	0	1	0	0	405	405	0	0.0931350352	0.0931350352
Dgkk	0	1	0	0	0	NA	NA	NA	ENSMUST00000145302	12159	1	1	0.00822436055596677	0.00822436055596677	1	0	1	0	0	135	135	0	0.706356027	0.706356027
Dhrs9	0	1	0	0	0	NA	NA	NA	ENSMUST00000063690	2880	1	1	0.0347222222222222	0.0347222222222222	1	0	1	0	0	144	144	0	0	0
Dicer1	0	0	0	1	0	NA	NA	NA	ENSMUST00000041987	17253	1	1	0.00579609343302614	0.00579609343302614	0	NA	NA	0	0	0	0	1086	NA	NA
Dio3	0	1	0	0	0	NA	NA	NA	ENSMUST00000173014	2745	1	1	0.0364298724954463	0.0364298724954463	1	0	1	0	0	184	184	0	NA	NA
Dlec1	0	1	0	0	0	NA	NA	NA	ENSMUST00000140326	15678	1	1	0.00637836458731981	0.00637836458731981	1	0	1	0	0	65	65	0	0.5256037347	0.5256037347
Dlx1	0	1	0	0	0	NA	NA	NA	ENSMUST00000037119	2304	1	1	0.0434027777777778	0.0434027777777778	1	0	1	0	0	140	140	0	0	0
Dmxl2	0	1	0	0	0	NA	NA	NA	ENSMUST00000118600	27297	1	1	0.00366340623511741	0.00366340623511741	1	0	1	0	0	372	372	0	0.379155976	0.379155976
Dnah17	0	0	0	1	0	NA	NA	NA	ENSMUST00000106308	40338	1	1	0.00247905201051118	0.00247905201051118	0	NA	NA	0	0	0	0	4187	NA	NA
Dnah3	0	0	0	1	0	NA	NA	NA	ENSMUST00000208701	8811	1	1	0.0113494495516967	0.0113494495516967	0	NA	NA	0	0	0	0	1486	NA	NA
Dnah7b	0	1	0	0	0	NA	NA	NA	ENSMUST00000238212	36225	1	1	0.00276052449965493	0.00276052449965493	1	0	1	0	0	2072	2072	0	0	0
Dnaja2	0	1	0	0	0	NA	NA	NA	ENSMUST00000034138	3717	1	1	0.0269034167339252	0.0269034167339252	1	0	1	0	0	59	59	0	0.1633137937	0.1633137937
Dnajb2	0	1	0	0	0	NA	NA	NA	ENSMUST00000188931	2925	1	1	0.0341880341880342	0.0341880341880342	1	0	1	0	0	280	280	0	NA	NA
Dnajc13	0	2	0	0	0	NA	NA	NA	ENSMUST00000035170	20196	2	2	0.00990295107942167	0.00990295107942167	1	0	0.5	0	0	530	530	0	0.0897180431	0.0897180431
Dnajc9	0	0	0	1	0	NA	NA	NA	ENSMUST00000022345	2340	1	1	0.0427350427350427	0.0427350427350427	0	NA	NA	0	0	0	0	64	NA	NA
Dnase1	0	1	0	0	0	NA	NA	NA	ENSMUST00000137748	2028	1	1	0.0493096646942801	0.0493096646942801	1	0	1	0	0	70	70	0	0.2057744001	0.2057744001
Dnpep	0	1	0	0	0	NA	NA	NA	ENSMUST00000185797	4284	1	1	0.0233426704014939	0.0233426704014939	1	0	1	0	0	185	185	0	0.1230331914	0.1230331914
Dock2	0	2	0	0	0	NA	NA	NA	ENSMUST00000143540	6597	2	2	0.0303168106715174	0.0303168106715174	1	0	0.5	0	0	72	72	0	0.1375930419	0.1375930419
Dock9	0	0	0	1	0	NA	NA	NA	ENSMUST00000040700	19026	1	1	0.00525596552086618	0.00525596552086618	0	NA	NA	0	0	0	0	1335	NA	NA
Dop1a	0	1	0	0	0	NA	NA	NA	ENSMUST00000190957	22167	1	1	0.00451121035773898	0.00451121035773898	1	0	1	0	0	358	358	0	0	0
Dpp10	0	1	0	0	0	NA	NA	NA	ENSMUST00000239072	7173	1	1	0.013941168269901	0.013941168269901	1	0	1	0	0	262	262	0	0.0925353064	0.0925353064
Dpp3	0	1	0	0	0	NA	NA	NA	ENSMUST00000025851	6651	1	1	0.0150353330326267	0.0150353330326267	1	0	1	0	0	632	632	0	0.1866589788	0.1866589788
Dpyd	0	1	0	1	0	NA	NA	NA	ENSMUST00000039177	9234	2	2	0.0216590859865714	0.0216590859865714	1	0	1	0	0	878	878	707	0.1442993947	0.1442993947
Dsc2	0	2	1	0	0	3.68332829871946	4.99999962802403	NA	ENSMUST00000075214	8127	3	3	0.0369139904023625	0.0369139904023625	1	0	0.5	0	0	595	595	57	0.5585951513	0.5585951513
Dsc3	0	1	0	0	0	NA	NA	NA	ENSMUST00000225110	8073	1	1	0.012386968908708	0.012386968908708	1	0	1	0	0	189	189	0	0.6503148608	0.6503148608
Dtl	0	0	1	0	0	NA	NA	NA	ENSMUST00000027933	6570	1	1	0.015220700152207	0.015220700152207	0	NA	NA	0	0	0	0	344	NA	NA
Duox2	0	1	0	0	0	NA	NA	NA	ENSMUST00000053734	13662	1	1	0.00731957253696384	0.00731957253696384	1	0	1	0	0	911	911	0	0.2830637576	0.2830637576
Dusp6	0	1	0	0	0	NA	NA	NA	ENSMUST00000020118	3438	1	1	0.029086678301338	0.029086678301338	1	0	1	0	0	150	150	0	0.1646308417	0.1646308417
Dyrk2	1	0	0	0	0	NA	NA	NA	ENSMUST00000004281	5400	1	0	0.0185185185185185	0	0	NA	NA	0	0	0	0	0	NA	NA
E130308A19Rik	1	0	0	0	0	NA	NA	NA	ENSMUST00000070150	6453	1	0	0.0154966682163335	0	0	NA	NA	0	0	0	0	0	NA	NA
Ebf2	1	0	0	0	0	NA	NA	NA	ENSMUST00000176161	5184	1	0	0.0192901234567901	0	0	NA	NA	0	0	0	0	0	NA	NA
Ece1	0	0	0	1	0	NA	NA	NA	ENSMUST00000102518	6786	1	1	0.0147362216327734	0.0147362216327734	0	NA	NA	0	0	0	0	145	NA	NA
Ecel1	0	1	0	0	0	NA	NA	NA	ENSMUST00000027463	6984	1	1	0.0143184421534937	0.0143184421534937	1	0	1	0	0	585	585	0	0.0960607411	0.0960607411
Echdc3	1	1	0	0	0	NA	NA	NA	ENSMUST00000042658	2709	2	1	0.073827980804725	0.0369139904023625	1	0	1	0	0	296	296	0	0	0
Eea1	0	1	0	0	0	NA	NA	NA	ENSMUST00000218517	1188	1	1	0.0841750841750842	0.0841750841750842	1	0	1	0	0	90	90	0	0	0
Eef2	0	1	0	0	0	NA	NA	NA	ENSMUST00000047864	7731	1	1	0.0129349372655543	0.0129349372655543	1	0	1	0	0	823	823	0	0.3542583716	0.3542583716
Egflam	0	1	0	0	0	NA	NA	NA	ENSMUST00000096494	9162	1	1	0.0109146474568871	0.0109146474568871	1	0	1	0	0	607	607	0	0.1812638605	0.1812638605
Egr3	0	1	0	0	0	NA	NA	NA	ENSMUST00000225200	3492	1	1	0.0286368843069874	0.0286368843069874	1	0	1	0	0	335	335	0	0.3716956029	0.3716956029
Ehd3	1	0	0	0	0	NA	NA	NA	ENSMUST00000024860	4824	1	0	0.0207296849087894	0	0	NA	NA	0	0	0	0	0	NA	NA
Eif1	0	1	0	0	0	NA	NA	NA	ENSMUST00000049385	1026	1	1	0.0974658869395711	0.0974658869395711	1	0	1	0	0	108	108	0	0.1005061591	0.1005061591
Eif2d	0	1	0	0	0	NA	NA	NA	ENSMUST00000112446	4977	1	1	0.0200924251557163	0.0200924251557163	1	0	1	0	0	35	35	0	0.8879141565	0.8879141565
Elk4	0	1	0	0	0	NA	NA	NA	ENSMUST00000027696	3879	1	1	0.025779840164991	0.025779840164991	1	0	1	0	0	41	41	0	0	0
Elp1	0	1	1	0	0	NA	NA	NA	ENSMUST00000030140	12006	2	2	0.0166583374979177	0.0166583374979177	1	0	1	0	0	249	249	351	0.1119972709	0.1119972709
Eml6	0	0	0	1	0	NA	NA	NA	ENSMUST00000137689	756	1	1	0.132275132275132	0.132275132275132	0	NA	NA	0	0	0	0	391	NA	NA
Enc1	0	1	0	0	0	NA	NA	NA	ENSMUST00000041623	5310	1	1	0.0188323917137476	0.0188323917137476	1	0	1	0	0	571	571	0	0.083036209	0.083036209
Eno2	0	1	0	0	0	NA	NA	NA	ENSMUST00000156033	522	1	1	0.191570881226054	0.191570881226054	1	0	1	0	0	16	16	0	0	0
Enpep	0	1	0	0	0	NA	NA	NA	ENSMUST00000170918	4518	1	1	0.0221336874723329	0.0221336874723329	1	0	1	0	0	245	245	0	0.0997460764	0.0997460764
Enpp5	0	1	0	0	0	NA	NA	NA	ENSMUST00000024756	4302	1	1	0.0232450023245002	0.0232450023245002	1	0	1	0	0	348	348	0	0	0
Entpd4	0	2	0	0	0	NA	NA	NA	ENSMUST00000184973	5526	2	2	0.0361925443358668	0.0361925443358668	1	0	0.5	0	0	80	80	0	0.2942562937	0.2942562937
Epb41l5	0	0	0	1	0	NA	NA	NA	ENSMUST00000163147	6660	1	1	0.015015015015015	0.015015015015015	0	NA	NA	0	0	0	0	187	NA	NA
Ephb1	0	1	0	0	0	NA	NA	NA	ENSMUST00000035129	8865	1	1	0.0112803158488438	0.0112803158488438	1	0	1	0	0	881	881	0	0.2497288985	0.2497288985
Epn3	0	1	0	0	0	NA	NA	NA	ENSMUST00000127305	5733	1	1	0.0174428745857317	0.0174428745857317	1	0	1	0	0	37	37	0	0.0886224465	0.0886224465
Eps8	0	1	0	0	0	NA	NA	NA	ENSMUST00000111878	7398	1	1	0.0135171668018383	0.0135171668018383	1	0	1	0	0	60	60	0	0.1009470244	0.1009470244
Erbb4	0	1	0	0	0	NA	NA	NA	ENSMUST00000119142	11781	1	1	0.00848824378236143	0.00848824378236143	1	0	1	0	0	224	224	0	0.1662846692	0.1662846692
Ercc1	0	1	0	0	0	NA	NA	NA	ENSMUST00000003645	2691	1	1	0.0371609067261241	0.0371609067261241	1	0	1	0	0	167	167	0	0	0
Ercc5	0	1	0	0	0	NA	NA	NA	ENSMUST00000027214	10539	1	1	0.00948856627763545	0.00948856627763545	1	0	1	0	0	3	3	0	0	0
Ercc6	0	1	0	0	0	NA	NA	NA	ENSMUST00000066807	13338	1	1	0.00749737591842855	0.00749737591842855	1	0	1	0	0	483	483	0	0.1762675798	0.1762675798
Erg	0	1	0	0	0	NA	NA	NA	ENSMUST00000113848	4176	1	1	0.0239463601532567	0.0239463601532567	1	0	1	0	0	59	59	0	0	0
Eri2	1	0	0	0	0	NA	NA	NA	ENSMUST00000150844	6201	1	0	0.0161264312207708	0	0	NA	NA	0	0	0	0	0	NA	NA
Evi5l	0	0	0	1	0	NA	NA	NA	ENSMUST00000177053	3663	1	1	0.0273000273000273	0.0273000273000273	0	NA	NA	0	0	0	0	251	NA	NA
Exoc1	1	0	0	0	0	NA	NA	NA	ENSMUST00000113493	8118	1	0	0.0123183050012318	0	0	NA	NA	0	0	0	0	0	NA	NA
Exoc4	1	0	0	0	0	NA	NA	NA	ENSMUST00000052266	8784	1	0	0.011384335154827	0	0	NA	NA	0	0	0	0	0	NA	NA
Exph5	0	0	0	2	0	NA	NA	NA	ENSMUST00000051014	17649	2	2	0.0113320868037849	0.0113320868037849	0	NA	NA	0	0	0	0	960	NA	NA
F13a1	0	1	0	0	0	NA	NA	NA	ENSMUST00000037491	6597	1	1	0.0151584053357587	0.0151584053357587	1	0	1	0	0	519	519	0	0.6611978551	0.6611978551
Fabp2	0	1	0	0	0	NA	NA	NA	ENSMUST00000023820	1197	1	1	0.0835421888053467	0.0835421888053467	1	0	1	0	0	107	107	0	0.1086790077	0.1086790077
Fadd	0	1	0	0	0	NA	NA	NA	ENSMUST00000033394	1854	1	1	0.0539374325782093	0.0539374325782093	1	0	1	0	0	42	42	0	0.5434636897	0.5434636897
Fam124b	0	1	0	0	0	NA	NA	NA	ENSMUST00000058748	4113	1	1	0.0243131534159981	0.0243131534159981	1	0	1	0	0	84	84	0	1.1864488918	1.1864488918
Fam160a1	0	1	0	0	0	NA	NA	NA	ENSMUST00000094148	9738	1	1	0.0102690490860546	0.0102690490860546	1	0	1	0	0	151	151	0	0	0
Fam219b	1	0	0	0	0	NA	NA	NA	ENSMUST00000114200	1782	1	0	0.0561167227833895	0	0	NA	NA	0	0	0	0	0	NA	NA
Fam43a	0	1	0	0	0	NA	NA	NA	ENSMUST00000059078	3825	1	1	0.0261437908496732	0.0261437908496732	1	0	1	0	0	71	71	0	0.10257799	0.10257799
Fam98a	1	0	0	0	0	NA	NA	NA	ENSMUST00000234785	2781	1	0	0.0359582883854729	0	0	NA	NA	0	0	0	0	0	NA	NA
Fat4	0	1	0	1	0	NA	NA	NA	ENSMUST00000061260	44838	2	2	0.00446050225255364	0.00446050225255364	1	0	1	0	0	389	389	2542	0.4523193443	0.4523193443
Fbn2	0	2	0	0	0	NA	NA	NA	ENSMUST00000025497	26172	2	2	0.00764175454684396	0.00764175454684396	1	0	0.5	0	0	173	173	0	0.4238418151	0.4238418151
Fbxo42	1	0	0	1	0	NA	NA	NA	ENSMUST00000030757	6462	2	1	0.0309501702259362	0.0154750851129681	0	NA	NA	0	0	0	0	272	NA	NA
Fbxo5	0	0	0	1	0	NA	NA	NA	ENSMUST00000019907	3798	1	1	0.0263296471827278	0.0263296471827278	0	NA	NA	0	0	0	0	127	NA	NA
Fbxo8	0	2	0	0	0	NA	NA	NA	ENSMUST00000040218	2880	2	2	0.0694444444444444	0.0694444444444444	1	0	0.5	0	0	44	44	0	0.053681539	0.053681539
Fbxw4	0	0	0	1	0	NA	NA	NA	ENSMUST00000160438	708	1	1	0.141242937853107	0.141242937853107	0	NA	NA	0	0	0	0	397	NA	NA
Fbxw8	0	1	0	0	0	NA	NA	NA	ENSMUST00000049474	5391	1	1	0.0185494342422556	0.0185494342422556	1	0	1	0	0	562	562	0	0.1315596289	0.1315596289
Fdft1	0	1	0	0	0	NA	NA	NA	ENSMUST00000224625	3753	1	1	0.0266453503863576	0.0266453503863576	1	0	1	0	0	298	298	0	0.0843211059	0.0843211059
Ferd3l	0	0	1	0	0	NA	NA	NA	ENSMUST00000061035	1521	1	1	0.0657462195923734	0.0657462195923734	0	NA	NA	0	0	0	0	76	NA	NA
Fezf1	0	1	0	0	0	NA	NA	NA	ENSMUST00000031709	4284	1	1	0.0233426704014939	0.0233426704014939	1	0	1	0	0	328	328	0	0	0
Fgf23	0	1	0	0	0	NA	NA	NA	ENSMUST00000000186	2268	1	1	0.0440917107583774	0.0440917107583774	1	0	1	0	0	39	39	0	0	0
Fhad1	0	0	0	1	0	NA	NA	NA	ENSMUST00000105779	12789	1	1	0.00781921964187974	0.00781921964187974	0	NA	NA	0	0	0	0	1340	NA	NA
Fibin	0	1	0	0	0	NA	NA	NA	ENSMUST00000099626	1962	1	1	0.0509683995922528	0.0509683995922528	1	0	1	0	0	41	41	0	0	0
Flcn	0	1	0	0	0	NA	NA	NA	ENSMUST00000102697	5220	1	1	0.0191570881226054	0.0191570881226054	1	0	1	0	0	62	62	0	0.2049151774	0.2049151774
Fli1	0	1	0	0	0	NA	NA	NA	ENSMUST00000016231	4077	1	1	0.0245278390973755	0.0245278390973755	1	0	1	0	0	242	242	0	0.143093042	0.143093042
Flnb	1	0	0	0	0	NA	NA	NA	ENSMUST00000052678	23427	1	0	0.00426857899005421	0	0	NA	NA	0	0	0	0	0	NA	NA
Flrt2	1	0	0	0	0	NA	NA	NA	ENSMUST00000057324	5949	1	0	0.0168095478231636	0	0	NA	NA	0	0	0	0	0	NA	NA
Flt4	0	3	0	0	0	4.99999996007339	-4.99890204440884	NA	ENSMUST00000020617	12276	3	3	0.0244379276637341	0.0244379276637341	1	0	0.333333333333333	0	0	632	632	0	0.236964145366667	0.236964145366667
Fmnl2	0	1	0	0	0	NA	NA	NA	ENSMUST00000049483	9756	1	1	0.010250102501025	0.010250102501025	1	0	1	0	0	546	546	0	0.2177650792	0.2177650792
Fnip1	0	0	0	1	0	NA	NA	NA	ENSMUST00000143650	5682	1	1	0.0175994368180218	0.0175994368180218	0	NA	NA	0	0	0	0	925	NA	NA
Foxo4	0	0	0	1	0	NA	NA	NA	ENSMUST00000062000	4554	1	1	0.0219587176108915	0.0219587176108915	0	NA	NA	0	0	0	0	405	NA	NA
Foxp2	0	1	0	0	0	NA	NA	NA	ENSMUST00000031545	6435	1	1	0.0155400155400155	0.0155400155400155	1	0	1	0	0	114	114	0	0.0830304176	0.0830304176
Foxs1	0	0	0	2	0	NA	NA	NA	ENSMUST00000099200	2970	2	2	0.0673400673400673	0.0673400673400673	0	NA	NA	0	0	0	0	45	NA	NA
Fpgs	0	1	0	0	0	NA	NA	NA	ENSMUST00000028148	5292	1	1	0.018896447467876	0.018896447467876	1	0	1	0	0	418	418	0	0.4018004679	0.4018004679
Frem2	0	1	0	0	0	NA	NA	NA	ENSMUST00000091137	28449	1	1	0.00351506204084502	0.00351506204084502	1	0	1	0	0	1410	1410	0	0	0
Frmd4b	0	1	0	0	0	NA	NA	NA	ENSMUST00000032146	9324	1	1	0.0107250107250107	0.0107250107250107	1	0	1	0	0	353	353	0	0	0
Frmd7	0	1	0	0	0	NA	NA	NA	ENSMUST00000060650	6336	1	1	0.0157828282828283	0.0157828282828283	1	0	1	0	0	298	298	0	0.1789301035	0.1789301035
Frmpd1	0	1	0	0	0	NA	NA	NA	ENSMUST00000107804	13950	1	1	0.00716845878136201	0.00716845878136201	1	0	1	0	0	378	378	0	0	0
Frmpd4	0	2	0	0	0	NA	NA	NA	ENSMUST00000112149	11889	2	2	0.0168222726890403	0.0168222726890403	1	0	0.5	0	0	584	584	0	0.05509775445	0.05509775445
Fstl5	0	2	0	0	0	NA	NA	NA	ENSMUST00000160261	7632	2	2	0.0262054507337526	0.0262054507337526	1	0	0.5	0	0	27	27	0	0.50359449145	0.50359449145
Fubp3	0	0	0	1	0	NA	NA	NA	ENSMUST00000130578	477	1	1	0.209643605870021	0.209643605870021	0	NA	NA	0	0	0	0	349	NA	NA
Fxr1	0	0	0	1	0	NA	NA	NA	ENSMUST00000001620	6102	1	1	0.0163880694854146	0.0163880694854146	0	NA	NA	0	0	0	0	124	NA	NA
Fxr2	0	1	0	0	0	NA	NA	NA	ENSMUST00000018909	6075	1	1	0.0164609053497942	0.0164609053497942	1	0	1	0	0	221	221	0	0.1886621055	0.1886621055
G6pc3	0	1	0	0	0	NA	NA	NA	ENSMUST00000070334	3123	1	1	0.032020493115594	0.032020493115594	1	0	1	0	0	260	260	0	0	0
Gabrb1	0	1	0	0	0	NA	NA	NA	ENSMUST00000031122	4275	1	1	0.0233918128654971	0.0233918128654971	1	0	1	0	0	325	325	0	0	0
Gabrb2	0	1	0	0	0	NA	NA	NA	ENSMUST00000192403	4617	1	1	0.0216590859865714	0.0216590859865714	1	0	1	0	0	337	337	0	0.0865619498	0.0865619498
Gabrb3	0	1	0	0	0	NA	NA	NA	ENSMUST00000039697	4266	1	1	0.023441162681669	0.023441162681669	1	0	1	0	0	311	311	0	0	0
Gabrr2	0	1	0	0	0	NA	NA	NA	ENSMUST00000108162	4194	1	1	0.0238435860753457	0.0238435860753457	1	0	1	0	0	114	114	0	0	0
Gadd45g	0	0	1	0	0	NA	NA	NA	ENSMUST00000021903	1440	1	1	0.0694444444444444	0.0694444444444444	0	NA	NA	0	0	0	0	34	NA	NA
Gal3st3	1	0	0	0	0	NA	NA	NA	ENSMUST00000061169	3888	1	0	0.0257201646090535	0	0	NA	NA	0	0	0	0	0	NA	NA
Gas8	0	1	1	0	0	NA	NA	NA	ENSMUST00000212923	4230	2	2	0.0472813238770686	0.0472813238770686	1	0	1	0	0	134	134	135	0.2747918841	0.2747918841
Gata1	0	1	0	0	0	NA	NA	NA	ENSMUST00000125418	987	1	1	0.101317122593718	0.101317122593718	1	0	1	0	0	55	55	0	0.6324234657	0.6324234657
Gatad2b	0	0	1	0	0	NA	NA	NA	ENSMUST00000199607	5355	1	1	0.0186741363211951	0.0186741363211951	0	NA	NA	0	0	0	0	30	NA	NA
Gbe1	1	0	0	0	0	NA	NA	NA	ENSMUST00000170464	6327	1	0	0.0158052789631737	0	0	NA	NA	0	0	0	0	0	NA	NA
Gbp2b	0	0	0	1	0	NA	NA	NA	ENSMUST00000029936	5310	1	1	0.0188323917137476	0.0188323917137476	0	NA	NA	0	0	0	0	78	NA	NA
Gcat	0	0	0	1	0	NA	NA	NA	ENSMUST00000171999	3447	1	1	0.0290107339715695	0.0290107339715695	0	NA	NA	0	0	0	0	49	NA	NA
