symbol	syn.obs	missense.obs	nonsense.obs	fs.obs	inframe.obs	max.missense	max.nonsense	max.prot	cds.id	length
Grin3a	0	1	0	0	0	NA	NA	NA	ENSMUST00000093859	10224
Grm1	0	1	0	0	0	NA	NA	NA	ENSMUST00000044306	10800
Grm3	0	1	0	0	0	NA	NA	NA	ENSMUST00000004076	7920
Gsc	1	0	0	0	0	NA	NA	NA	ENSMUST00000021513	2313
Gtf3c1	0	0	0	1	0	NA	NA	NA	ENSMUST00000206127	1740
Gtpbp10	0	0	0	1	0	NA	NA	NA	ENSMUST00000128887	1053
Gucy2f	0	1	0	0	0	NA	NA	NA	ENSMUST00000042530	9981
H1f4	0	2	0	0	0	NA	NA	NA	ENSMUST00000062045	1980
H2bc12	1	0	0	0	0	NA	NA	NA	ENSMUST00000110455	1143
H3c10	0	1	0	0	0	NA	NA	NA	ENSMUST00000188775	1233
H3c13	0	1	0	0	0	NA	NA	NA	ENSMUST00000098843	1233
Hacd2	1	0	0	0	0	NA	NA	NA	ENSMUST00000061156	2295
Hadha	0	0	0	0	1	NA	NA	NA	ENSMUST00000156859	6876
Hcar1	0	1	0	0	0	NA	NA	NA	ENSMUST00000164267	3096
Hcfc1	0	1	0	0	0	NA	NA	NA	ENSMUST00000033761	18414
Hcfc2	0	0	0	0	1	NA	NA	NA	ENSMUST00000162422	1314
Hdac1	1	1	0	0	0	NA	NA	NA	ENSMUST00000102597	4347
Hdhd3	0	1	0	0	0	NA	NA	NA	ENSMUST00000037820	2268
Hectd1	0	1	0	0	0	NA	NA	NA	ENSMUST00000179265	23571
Hectd4	0	0	0	1	0	NA	NA	NA	ENSMUST00000148368	1992
Hecw1	0	1	0	0	1	NA	NA	NA	ENSMUST00000221274	669
Herc6	0	0	0	1	0	NA	NA	NA	ENSMUST00000031817	9036
Hey1	1	0	0	0	0	NA	NA	NA	ENSMUST00000042412	2700
Hkdc1	0	1	0	0	0	NA	NA	NA	ENSMUST00000020277	8244
Hmbs	1	0	0	0	0	NA	NA	NA	ENSMUST00000077353	3258
Hmcn1	0	1	0	0	0	NA	NA	NA	ENSMUST00000074783	50715
Hmgcr	0	0	0	0	1	NA	NA	NA	ENSMUST00000170287	7380
Hnf4a	0	1	0	0	0	NA	NA	NA	ENSMUST00000018094	4275
Hnrnpf	0	1	0	0	0	NA	NA	NA	ENSMUST00000180341	3744
Hnrnph2	0	1	0	0	0	NA	NA	NA	ENSMUST00000074950	4050
Hook1	0	1	0	0	0	NA	NA	NA	ENSMUST00000107083	1998
Hoxa9	0	1	0	0	0	NA	NA	NA	ENSMUST00000048680	2448
Hoxb13	0	0	0	1	0	NA	NA	NA	ENSMUST00000062709	2583
Hpcal4	0	1	0	0	0	NA	NA	NA	ENSMUST00000152194	1395
Hs3st2	0	1	0	0	0	NA	NA	NA	ENSMUST00000084628	3312
Hs6st2	0	1	0	0	0	NA	NA	NA	ENSMUST00000114871	5517
Hsd3b3	1	0	0	0	0	NA	NA	NA	ENSMUST00000090743	3366
Hsf1	0	1	0	0	0	NA	NA	NA	ENSMUST00000227478	4734
Hspa13	0	1	0	0	0	NA	NA	NA	ENSMUST00000046283	4248
Hspa14	0	0	0	1	0	NA	NA	NA	ENSMUST00000027961	4590
Hspg2	0	1	0	0	0	NA	NA	NA	ENSMUST00000171332	39456
Htr5a	0	0	0	1	0	NA	NA	NA	ENSMUST00000036227	3222
Hunk	0	1	0	0	0	NA	NA	NA	ENSMUST00000065856	6435
Huwe1	0	1	0	0	0	NA	NA	NA	ENSMUST00000026292	39411
Hyal4	0	1	0	0	0	NA	NA	NA	ENSMUST00000031691	4338
Ifit1	0	1	0	0	0	NA	NA	NA	ENSMUST00000102824	4176
Ift140	0	0	1	0	0	NA	NA	NA	ENSMUST00000142000	12798
Ift43	0	1	0	0	0	NA	NA	NA	ENSMUST00000222821	1863
Igdcc4	1	0	0	0	0	NA	NA	NA	ENSMUST00000035499	11286
Igf2bp1	0	1	0	0	0	NA	NA	NA	ENSMUST00000013559	5202
Igsf21	0	1	0	1	0	NA	NA	NA	ENSMUST00000039331	4221
Igsf3	0	1	0	0	0	NA	NA	NA	ENSMUST00000043983	10755
Igsf9b	0	0	1	0	0	NA	NA	NA	ENSMUST00000133213	11961
Ikzf1	0	1	0	0	0	NA	NA	NA	ENSMUST00000076700	4644
Il1rap	1	0	0	0	0	NA	NA	NA	ENSMUST00000166294	5769
Insyn2b	0	1	0	0	0	NA	NA	NA	ENSMUST00000165963	4824
Ints9	1	0	0	0	0	NA	NA	NA	ENSMUST00000043914	5931
Intu	0	1	0	0	0	NA	NA	NA	ENSMUST00000091186	8487
Invs	0	1	0	0	0	NA	NA	NA	ENSMUST00000030029	9567
Ipo11	0	1	0	0	0	NA	NA	NA	ENSMUST00000080856	8784
Ipp	0	1	0	0	0	NA	NA	NA	ENSMUST00000106479	5265
Iqgap1	0	0	0	0	1	NA	NA	NA	ENSMUST00000167377	14922
Iqgap3	0	1	0	0	0	NA	NA	NA	ENSMUST00000071812	14697
Iqsec2	0	1	0	0	0	NA	NA	NA	ENSMUST00000168786	13320
Irf2	0	1	0	0	0	NA	NA	NA	ENSMUST00000208433	1068
Irx4	0	0	1	0	0	NA	NA	NA	ENSMUST00000176684	4644
Isl1	0	1	0	1	0	NA	NA	NA	ENSMUST00000036060	3150
Itgb6	0	1	0	0	0	NA	NA	NA	ENSMUST00000154764	6798
Itln1	0	1	0	0	0	NA	NA	NA	ENSMUST00000043094	2826
Jag2	0	1	0	0	0	NA	NA	NA	ENSMUST00000075827	11232
Jak2	0	1	0	0	0	NA	NA	NA	ENSMUST00000236990	5742
Jup	0	1	0	0	0	NA	NA	NA	ENSMUST00000001592	6714
Katnb1	0	1	0	0	0	NA	NA	NA	ENSMUST00000212968	990
Kcna1	1	0	0	0	0	NA	NA	NA	ENSMUST00000055168	4464
Kcnb1	0	1	0	0	0	NA	NA	NA	ENSMUST00000059826	7722
Kcnd2	0	1	0	0	0	NA	NA	NA	ENSMUST00000081542	5679
Kcnd3	0	1	0	0	0	NA	NA	NA	ENSMUST00000079169	5904
Kcng4	1	0	0	0	0	NA	NA	NA	ENSMUST00000164382	4563
Kcnh1	1	2	0	0	0	-0.361295864834591	-4.99992928840755	NA	ENSMUST00000078470	8910
Kcnh7	0	1	0	0	0	NA	NA	NA	ENSMUST00000075052	10764
Kcnh8	0	0	1	0	0	NA	NA	NA	ENSMUST00000039366	9927
Kcnj3	1	0	0	0	0	NA	NA	NA	ENSMUST00000067101	4518
Kcnt2	0	1	0	0	0	NA	NA	NA	ENSMUST00000120796	10224
Kctd19	0	1	0	0	0	NA	NA	NA	ENSMUST00000167294	8352
Kdm4b	1	0	0	0	0	NA	NA	NA	ENSMUST00000086835	9198
Keap1	0	1	0	0	0	NA	NA	NA	ENSMUST00000193982	5625
Kif1a	0	1	0	1	0	NA	NA	NA	ENSMUST00000112958	15291
Kif23	0	1	0	0	0	NA	NA	NA	ENSMUST00000034815	8586
Kif3b	0	0	0	1	0	NA	NA	NA	ENSMUST00000028977	6732
Kif5a	0	2	0	0	0	NA	NA	NA	ENSMUST00000217895	9252
Kif7	0	0	0	1	0	NA	NA	NA	ENSMUST00000184137	12132
Kifbp	0	1	0	0	0	NA	NA	NA	ENSMUST00000065887	5562
Klf4	0	0	0	1	0	NA	NA	NA	ENSMUST00000107619	4356
Klhdc3	0	1	0	0	0	NA	NA	NA	ENSMUST00000232776	2145
Klhdc4	0	1	0	0	0	NA	NA	NA	ENSMUST00000045884	5265
Klhdc8b	0	1	0	0	0	NA	NA	NA	ENSMUST00000193895	3195
Klhdc9	0	0	0	1	0	NA	NA	NA	ENSMUST00000061878	3159
Klhl15	0	1	0	0	1	NA	NA	NA	ENSMUST00000113916	5445
Klhl28	0	1	0	0	0	NA	NA	NA	ENSMUST00000222508	5148
Klhl3	1	1	0	0	0	NA	NA	NA	ENSMUST00000160860	5292
Kmt2b	0	0	0	1	0	NA	NA	NA	ENSMUST00000108154	24426
Kmt2d	1	0	0	0	0	NA	NA	NA	ENSMUST00000178486	50301
Kng2	0	1	0	0	0	NA	NA	NA	ENSMUST00000100046	5805
Krr1	0	0	0	1	0	NA	NA	NA	ENSMUST00000174653	2916
Krt17	1	1	0	0	0	NA	NA	NA	ENSMUST00000080893	3906
Krt33a	0	1	0	0	0	NA	NA	NA	ENSMUST00000018399	3645
Krt72	0	1	0	0	0	NA	NA	NA	ENSMUST00000071104	4689
Krtap11-1	0	1	0	0	0	NA	NA	NA	ENSMUST00000171542	1656
Krtap4-7	0	0	0	0	1	NA	NA	NA	ENSMUST00000055121	1521
Lama2	0	1	0	0	0	NA	NA	NA	ENSMUST00000092639	28071
Lama3	0	1	0	0	0	NA	NA	NA	ENSMUST00000092070	29979
Ldhc	1	0	0	0	0	NA	NA	NA	ENSMUST00000210585	2475
Lhfpl4	0	1	0	0	0	NA	NA	NA	ENSMUST00000162280	2232
Lhfpl5	0	1	0	0	0	NA	NA	NA	ENSMUST00000080780	1980
Lhx5	0	1	0	0	0	NA	NA	NA	ENSMUST00000031591	3627
Lhx6	0	1	0	0	0	NA	NA	NA	ENSMUST00000112961	3276
Limk2	1	0	0	0	0	NA	NA	NA	ENSMUST00000101638	5751
Lmnb1	0	0	0	0	1	NA	NA	NA	ENSMUST00000025486	5301
Lnpk	0	1	0	0	0	NA	NA	NA	ENSMUST00000130232	1767
Lpcat4	0	0	1	0	0	NA	NA	NA	ENSMUST00000028554	4725
Lrfn5	0	2	0	0	0	NA	NA	NA	ENSMUST00000119481	6480
Lrp4	0	0	0	2	0	NA	NA	NA	ENSMUST00000028689	17154
Lrp6	0	1	0	0	0	NA	NA	NA	ENSMUST00000032322	14526
Lrrc14	1	0	0	0	0	NA	NA	NA	ENSMUST00000155735	4446
Lrrc24	1	0	0	0	0	NA	NA	NA	ENSMUST00000049956	4698
Lrrc61	0	1	0	0	0	NA	NA	NA	ENSMUST00000101436	2340
Lsm3	0	1	0	0	0	NA	NA	NA	ENSMUST00000206947	927
Luzp2	0	0	0	1	0	NA	NA	NA	ENSMUST00000082373	3114
Lvrn	0	0	0	1	0	NA	NA	NA	ENSMUST00000025358	8928
Lypd1	1	0	0	0	0	NA	NA	NA	ENSMUST00000159417	1278
Lypd5	0	0	0	1	0	NA	NA	NA	ENSMUST00000032683	2313
Mab21l2	0	1	0	0	0	NA	NA	NA	ENSMUST00000077524	3240
Maea	0	1	0	0	0	NA	NA	NA	ENSMUST00000200716	1329
Magee1	0	0	0	0	1	NA	NA	NA	ENSMUST00000033578	8271
Magee2	0	1	0	0	0	NA	NA	NA	ENSMUST00000033575	4716
Manba	0	1	0	0	0	NA	NA	NA	ENSMUST00000131610	1683
Map1b	0	0	0	1	0	NA	NA	NA	ENSMUST00000064762	22185
Map2	0	1	0	0	0	NA	NA	NA	ENSMUST00000114013	16461
Marco	0	0	0	1	0	NA	NA	NA	ENSMUST00000027639	4671
Mark1	0	1	0	0	0	NA	NA	NA	ENSMUST00000027929	7164
Mboat4	0	1	0	0	0	NA	NA	NA	ENSMUST00000095345	3924
Mc3r	0	1	0	0	0	NA	NA	NA	ENSMUST00000038532	2916
Mchr1	0	1	0	0	0	NA	NA	NA	ENSMUST00000166855	3186
Me2	0	0	0	1	0	NA	NA	NA	ENSMUST00000025439	5310
Med12l	0	0	0	1	0	NA	NA	NA	ENSMUST00000164225	19737
Med25	0	0	0	1	0	NA	NA	NA	ENSMUST00000207788	630
Med4	0	1	0	0	0	NA	NA	NA	ENSMUST00000022705	2439
Megf8	1	1	0	0	0	NA	NA	NA	ENSMUST00000128119	25110
Mettl7b	0	1	0	0	0	NA	NA	NA	ENSMUST00000026398	2205
Mex3c	1	0	0	0	0	NA	NA	NA	ENSMUST00000091852	5877
Mfsd6l	0	1	0	0	0	NA	NA	NA	ENSMUST00000053211	5283
Mga	0	0	0	1	0	NA	NA	NA	ENSMUST00000046717	27036
Mgat3	0	0	0	0	1	NA	NA	NA	ENSMUST00000044970	4851
Mgrn1	1	0	0	0	0	NA	NA	NA	ENSMUST00000230990	4995
Mgst1	0	0	0	1	0	NA	NA	NA	ENSMUST00000120230	1404
Mia3	0	0	0	1	0	NA	NA	NA	ENSMUST00000194543	17379
Mideas	0	0	0	1	0	NA	NA	NA	ENSMUST00000220974	9639
Mlh1	1	0	0	0	0	NA	NA	NA	ENSMUST00000035079	6849
Mphosph9	0	0	0	1	0	NA	NA	NA	ENSMUST00000031344	10035
Mpp3	0	1	0	0	0	NA	NA	NA	ENSMUST00000062801	5274
Mrc1	0	1	0	0	0	NA	NA	NA	ENSMUST00000028045	13113
Mrps9	0	1	0	0	0	NA	NA	NA	ENSMUST00000057208	3519
Msh2	0	1	0	0	0	NA	NA	NA	ENSMUST00000024967	8424
Msmo1	0	0	0	1	0	NA	NA	NA	ENSMUST00000147419	981
Mtrfr	0	1	0	0	0	NA	NA	NA	ENSMUST00000077376	1665
Muc16	0	0	0	1	0	NA	NA	NA	ENSMUST00000034653	2331
Mus81	0	1	0	0	0	NA	NA	NA	ENSMUST00000124334	4968
Mycbp2	0	0	0	1	0	NA	NA	NA	ENSMUST00000160758	41733
Myh4	0	1	0	0	0	NA	NA	NA	ENSMUST00000018632	17460
Myo1f	0	1	0	0	0	NA	NA	NA	ENSMUST00000173372	7074
Myo1g	0	0	0	0	1	NA	NA	NA	ENSMUST00000003459	9225
Myo9b	1	0	0	0	0	NA	NA	NA	ENSMUST00000071935	17658
Myocd	1	0	0	0	0	NA	NA	NA	ENSMUST00000102635	8424
Myof	0	2	0	0	0	NA	NA	NA	ENSMUST00000226068	18558
Myom2	1	1	0	0	0	NA	NA	NA	ENSMUST00000033842	13176
Naaladl2	0	0	0	1	0	NA	NA	NA	ENSMUST00000203414	7164
Nap1l1	0	1	0	0	0	NA	NA	NA	ENSMUST00000217908	3528
Nck2	0	1	0	0	0	NA	NA	NA	ENSMUST00000086421	3429
Necap1	0	1	0	0	0	NA	NA	NA	ENSMUST00000032477	2484
Nectin1	0	1	0	0	0	NA	NA	NA	ENSMUST00000034510	4644
Nectin3	0	1	0	0	0	NA	NA	NA	ENSMUST00000096052	3951
Nedd1	0	1	0	0	0	NA	NA	NA	ENSMUST00000020163	5949
Nek2	0	1	0	0	0	NA	NA	NA	ENSMUST00000027931	3996
Nelfe	0	1	0	0	0	NA	NA	NA	ENSMUST00000165953	3312
Nell1	0	0	1	0	0	NA	NA	NA	ENSMUST00000081872	7299
Neurl1a	1	0	0	0	0	NA	NA	NA	ENSMUST00000111808	5175
Nf1	0	0	0	2	0	NA	NA	NA	ENSMUST00000219057	12438
Nfe2	0	2	0	0	0	NA	NA	NA	ENSMUST00000134554	3366
Nfia	1	1	0	0	0	NA	NA	NA	ENSMUST00000052018	4392
Nfya	0	1	0	0	1	NA	NA	NA	ENSMUST00000046719	3132
Ngfr	0	1	0	0	0	NA	NA	NA	ENSMUST00000000122	3852
Nkapl	0	1	0	0	0	NA	NA	NA	ENSMUST00000068235	3564
Nlgn1	0	0	1	0	0	NA	NA	NA	ENSMUST00000193603	7596
Nova1	0	1	0	0	0	NA	NA	NA	ENSMUST00000021438	4572
Nphp3	0	0	0	0	1	NA	NA	NA	ENSMUST00000035167	11934
Npy4r	0	1	0	0	0	NA	NA	NA	ENSMUST00000052164	3384
Nr2e3	0	1	0	0	0	NA	NA	NA	ENSMUST00000034831	3564
Nrap	0	1	0	0	0	NA	NA	NA	ENSMUST00000073536	15561
Nras	0	1	0	0	0	NA	NA	NA	ENSMUST00000197678	1350
Nrip3	0	1	0	0	0	NA	NA	NA	ENSMUST00000033331	2169
Nsd2	0	1	0	0	0	NA	NA	NA	ENSMUST00000058096	12294
Ntn3	0	1	0	0	0	NA	NA	NA	ENSMUST00000024931	5229
Ntn4	0	1	0	0	0	NA	NA	NA	ENSMUST00000020204	5661
Ntrk3	0	1	0	0	0	NA	NA	NA	ENSMUST00000195262	7785
Numbl	1	0	0	0	0	NA	NA	NA	ENSMUST00000079258	5445
Nup155	0	1	0	0	0	NA	NA	NA	ENSMUST00000163765	12528
Nup160	0	1	0	0	0	NA	NA	NA	ENSMUST00000057481	12627
Nup188	0	0	0	2	0	NA	NA	NA	ENSMUST00000064447	15840
Nxpe3	0	1	0	0	0	NA	NA	NA	ENSMUST00000099705	5040
Nxph2	0	1	0	0	0	NA	NA	NA	ENSMUST00000102945	2358
Ogg1	0	1	0	0	0	NA	NA	NA	ENSMUST00000032406	3114
Olah	0	1	0	0	0	NA	NA	NA	ENSMUST00000115087	2394
Olfr1022	0	1	0	0	0	NA	NA	NA	ENSMUST00000054736	2844
Olfr11	0	1	0	0	0	NA	NA	NA	ENSMUST00000043081	2826
Olfr1157	1	0	0	0	0	NA	NA	NA	ENSMUST00000099841	2817
Olfr1195	0	1	0	0	0	NA	NA	NA	ENSMUST00000099818	2781
Olfr1393	0	1	0	0	0	NA	NA	NA	ENSMUST00000213323	2808
Olfr1497	0	0	1	0	0	NA	NA	NA	ENSMUST00000061993	2835
Olfr177	0	1	0	0	0	NA	NA	NA	ENSMUST00000072853	2790
Olfr237	0	1	0	0	0	NA	NA	NA	ENSMUST00000095953	2799
Olfr272	1	0	0	0	0	NA	NA	NA	ENSMUST00000213989	2880
Olfr350	0	1	0	0	0	NA	NA	NA	ENSMUST00000215100	2817
Olfr412	1	0	0	0	0	NA	NA	NA	ENSMUST00000077794	2817
Olfr521	0	1	0	0	0	NA	NA	NA	ENSMUST00000220001	2898
Olfr554	0	1	0	0	0	NA	NA	NA	ENSMUST00000215995	2862
Olfr589	0	1	0	0	0	NA	NA	NA	ENSMUST00000061055	2862
Olfr669	1	0	0	0	0	NA	NA	NA	ENSMUST00000210138	2862
Olfr671	0	1	0	0	0	NA	NA	NA	ENSMUST00000078710	2826
Olfr677	0	0	0	1	0	NA	NA	NA	ENSMUST00000213204	2817
Olfr679	1	0	0	0	0	NA	NA	NA	ENSMUST00000214328	2844
Olfr685	0	1	0	0	0	NA	NA	NA	ENSMUST00000051355	2853
Olfr729	0	1	0	0	0	NA	NA	NA	ENSMUST00000061020	2916
Olfr74	0	1	0	0	0	NA	NA	NA	ENSMUST00000099840	2871
Olfr802	0	1	1	0	0	NA	NA	NA	ENSMUST00000217576	2817
Olfr979	1	0	0	0	0	NA	NA	NA	ENSMUST00000080835	2808
Opa1	0	1	0	0	0	NA	NA	NA	ENSMUST00000160597	8649
Osmr	0	0	0	1	0	NA	NA	NA	ENSMUST00000022746	8748
Osr2	0	1	0	0	0	NA	NA	NA	ENSMUST00000228152	2817
Ostf1	0	0	1	0	0	NA	NA	NA	ENSMUST00000025631	1944
Otp	0	1	0	0	0	NA	NA	NA	ENSMUST00000022195	2934
Otub2	0	0	0	0	1	NA	NA	NA	ENSMUST00000021620	2115
Otx2	0	1	0	0	0	NA	NA	NA	ENSMUST00000227404	2610
P2ry14	0	1	0	0	0	NA	NA	NA	ENSMUST00000196081	3051
Pa2g4	0	1	0	0	0	NA	NA	NA	ENSMUST00000026425	3555
Padi2	0	0	0	1	0	NA	NA	NA	ENSMUST00000030765	6066
Pak3	0	1	0	0	0	NA	NA	NA	ENSMUST00000112863	5040
Pak5	0	0	1	0	0	NA	NA	NA	ENSMUST00000077200	6480
Papola	0	1	0	0	0	NA	NA	NA	ENSMUST00000163473	6246
Pappa2	0	1	0	0	0	NA	NA	NA	ENSMUST00000159861	16110
Parp14	0	1	0	0	0	NA	NA	NA	ENSMUST00000042665	16362
Parp6	0	1	0	0	0	NA	NA	NA	ENSMUST00000026267	5679
Patz1	0	1	0	0	0	NA	NA	NA	ENSMUST00000110043	6192
Pcdh10	1	0	0	0	0	NA	NA	NA	ENSMUST00000171554	9432
Pcdh11x	0	1	0	0	0	NA	NA	NA	ENSMUST00000192677	12051
Pcdh15	0	1	0	0	0	NA	NA	NA	ENSMUST00000193174	16056
Pcdh18	1	0	0	0	0	NA	NA	NA	ENSMUST00000191794	8262
Pcdh7	1	2	0	0	0	0.077651593012168	-4.99998752988034	NA	ENSMUST00000191837	11304
Pcdha11	0	0	1	0	0	NA	NA	NA	ENSMUST00000192447	8145
Pcdha7	1	0	0	0	0	NA	NA	NA	ENSMUST00000192631	8442
Pcdhac1	0	1	0	0	0	NA	NA	NA	ENSMUST00000007584	8685
Pcdhb12	0	1	0	0	0	NA	NA	NA	ENSMUST00000055495	7110
Pcdhb3	0	1	0	0	0	NA	NA	NA	ENSMUST00000051754	7065
Pcdhga1	0	1	0	0	0	NA	NA	NA	ENSMUST00000194190	8388
Pcdhga3	0	1	0	0	0	NA	NA	NA	ENSMUST00000073447	8361
Pcdhga8	1	0	0	0	0	NA	NA	NA	ENSMUST00000066149	8397
Pcdhgb7	0	1	0	0	0	NA	NA	NA	ENSMUST00000194928	8370
Pcgf5	0	1	0	0	0	NA	NA	NA	ENSMUST00000225411	2313
Pck1	0	1	0	0	0	NA	NA	NA	ENSMUST00000029017	5607
Pctp	0	1	0	0	0	NA	NA	NA	ENSMUST00000020864	1935
Pcyt2	0	1	0	0	0	NA	NA	NA	ENSMUST00000106188	3483
Pdcd5	0	1	0	0	0	NA	NA	NA	ENSMUST00000118501	1143
Pdcd6ip	1	0	0	0	0	NA	NA	NA	ENSMUST00000035086	7830
Pdilt	0	0	0	1	0	NA	NA	NA	ENSMUST00000033267	5301
Pdlim3	0	1	0	0	0	NA	NA	NA	ENSMUST00000210422	3285
Pdx1	0	1	0	0	0	NA	NA	NA	ENSMUST00000085591	2565
Pdzrn3	0	1	0	0	0	NA	NA	NA	ENSMUST00000239140	4542
Pgap1	0	0	1	0	0	NA	NA	NA	ENSMUST00000097739	8307
Pgap2	0	0	0	1	0	NA	NA	NA	ENSMUST00000156529	2259
Phactr2	0	0	0	1	0	NA	NA	NA	ENSMUST00000105546	5697
Phex	0	1	0	0	0	NA	NA	NA	ENSMUST00000138396	4935
Phf2	0	0	0	1	0	NA	NA	NA	ENSMUST00000035540	9873
Phf20l1	0	1	0	0	0	NA	NA	NA	ENSMUST00000229160	9126
Pias2	0	1	0	1	0	NA	NA	NA	ENSMUST00000114777	5598
Pigu	0	0	0	1	0	NA	NA	NA	ENSMUST00000077626	3924
Pik3c3	0	0	0	1	0	NA	NA	NA	ENSMUST00000091978	7641
Pkhd1	0	1	0	0	0	NA	NA	NA	ENSMUST00000088448	36540
Plac9a	1	0	0	0	0	NA	NA	NA	ENSMUST00000052286	981
Plcb1	0	1	0	0	0	NA	NA	NA	ENSMUST00000110116	10953
Plcb4	0	1	0	0	0	NA	NA	NA	ENSMUST00000184371	9207
Plekha6	0	0	0	1	0	NA	NA	NA	ENSMUST00000189598	1578
Plekhg6	0	1	0	0	0	NA	NA	NA	ENSMUST00000042647	7092
Plpbp	0	1	0	0	0	NA	NA	NA	ENSMUST00000033875	2475
Pnlip	0	1	0	0	0	NA	NA	NA	ENSMUST00000238108	1713
Pnpla1	0	0	0	1	0	NA	NA	NA	ENSMUST00000056866	5400
Pofut2	1	0	0	0	0	NA	NA	NA	ENSMUST00000020493	3870
Pole	0	1	0	0	0	NA	NA	NA	ENSMUST00000007296	20556
Polr1a	0	1	0	0	0	NA	NA	NA	ENSMUST00000055296	15462
Polr1c	0	1	0	0	0	NA	NA	NA	ENSMUST00000173349	1533
Polr1f	0	0	0	1	1	NA	NA	NA	ENSMUST00000020877	2979
Polr2b	0	1	0	0	0	NA	NA	NA	ENSMUST00000031167	10575
Pomp	0	1	0	0	0	NA	NA	NA	ENSMUST00000201376	855
Pot1a	0	1	0	0	0	NA	NA	NA	ENSMUST00000166445	5769
Ppfia2	1	2	0	0	0	-0.18988708573877	-4.99998379675155	NA	ENSMUST00000029404	11313
Ppfia3	0	1	0	0	0	NA	NA	NA	ENSMUST00000003961	10755
Ppme1	1	0	0	0	0	NA	NA	NA	ENSMUST00000032963	3483
Ppp2r3a	0	1	0	0	0	NA	NA	NA	ENSMUST00000075941	10359
Prdx2	0	1	0	0	0	NA	NA	NA	ENSMUST00000109733	1791
Prickle2	1	0	0	0	0	NA	NA	NA	ENSMUST00000113447	7614
Prkaca	0	0	0	0	1	NA	NA	NA	ENSMUST00000005606	3168
Prkag2	0	1	0	0	0	NA	NA	NA	ENSMUST00000030784	5103
Prkcg	0	0	0	1	0	NA	NA	NA	ENSMUST00000172109	5823
Prkcq	0	1	0	0	0	NA	NA	NA	ENSMUST00000028118	6372
Prkd3	1	0	0	0	0	NA	NA	NA	ENSMUST00000003191	8010
Prmt9	1	0	0	0	0	NA	NA	NA	ENSMUST00000056237	7623
Prpf38a	0	1	0	0	0	NA	NA	NA	ENSMUST00000079213	2817
Prpf38b	0	0	0	1	0	NA	NA	NA	ENSMUST00000129273	855
Prpf8	0	1	0	0	0	NA	NA	NA	ENSMUST00000018449	21024
Prps1l1	0	1	0	0	0	NA	NA	NA	ENSMUST00000134550	2871
Prrc2a	1	0	0	0	0	NA	NA	NA	ENSMUST00000025253	19431
Prss22	1	0	0	0	0	NA	NA	NA	ENSMUST00000041649	2772
Prx	0	0	0	1	0	NA	NA	NA	ENSMUST00000098644	12528
Psmc5	1	0	0	1	0	NA	NA	NA	ENSMUST00000021049	3663
Ptbp2	0	1	0	0	0	NA	NA	NA	ENSMUST00000200097	4788
Ptgds	0	1	0	0	0	NA	NA	NA	ENSMUST00000015234	1710
Ptgfr	1	0	0	0	0	NA	NA	NA	ENSMUST00000106126	3303
Ptpdc1	0	1	0	0	0	NA	NA	NA	ENSMUST00000035824	6732
Ptpn11	0	1	0	0	0	NA	NA	NA	ENSMUST00000100770	5346
Ptpn2	0	1	0	0	0	NA	NA	NA	ENSMUST00000122412	3663
Ptpn4	0	1	0	0	0	NA	NA	NA	ENSMUST00000064091	8343
Ptpn6	0	0	1	0	0	NA	NA	NA	ENSMUST00000173647	603
Ptpn9	0	0	0	1	0	NA	NA	NA	ENSMUST00000216034	1302
Pygl	0	1	0	0	0	NA	NA	NA	ENSMUST00000071250	7659
Pygm	1	0	0	0	0	NA	NA	NA	ENSMUST00000035269	7587
Qars	0	1	0	0	0	NA	NA	NA	ENSMUST00000006838	6984
Rab3gap1	0	0	0	1	0	NA	NA	NA	ENSMUST00000037649	8838
Rab6a	0	1	0	0	0	NA	NA	NA	ENSMUST00000032946	1881
Rab8a	0	1	0	0	0	NA	NA	NA	ENSMUST00000003121	1872
Rad23a	1	0	0	0	0	NA	NA	NA	ENSMUST00000128035	2904
Rai14	1	0	0	0	0	NA	NA	NA	ENSMUST00000169385	8820
Ralgps2	0	1	0	0	0	NA	NA	NA	ENSMUST00000190648	4176
Ralyl	0	1	0	0	0	NA	NA	NA	ENSMUST00000193117	2646
Ranbp2	0	1	0	0	0	NA	NA	NA	ENSMUST00000003310	27486
Raph1	0	1	0	0	0	NA	NA	NA	ENSMUST00000140485	11403
Rasgrp1	0	1	0	0	0	NA	NA	NA	ENSMUST00000102534	7164
Rax	0	0	0	1	0	NA	NA	NA	ENSMUST00000025396	3087
Rb1	0	0	1	0	0	NA	NA	NA	ENSMUST00000022701	8298
Rbbp9	0	1	0	0	0	NA	NA	NA	ENSMUST00000028915	1683
Rbfox3	0	1	0	0	0	NA	NA	NA	ENSMUST00000106278	2826
Rbl1	0	1	0	0	0	NA	NA	NA	ENSMUST00000029170	9576
Rbm10	0	1	0	0	0	NA	NA	NA	ENSMUST00000177738	8370
Rbm27	0	1	0	0	0	NA	NA	NA	ENSMUST00000236240	9549
Rbm41	0	1	0	0	0	NA	NA	NA	ENSMUST00000087400	3645
Rbm46	0	1	0	0	0	NA	NA	NA	ENSMUST00000048647	4806
Rbms3	0	1	0	0	0	NA	NA	NA	ENSMUST00000174868	3627
Rc3h1	1	0	0	0	0	NA	NA	NA	ENSMUST00000035911	10098
Rc3h2	0	1	0	0	0	NA	NA	NA	ENSMUST00000112934	10134
